"COMPETÊNCIA",UF,"CÓDIGO DO MUNICÍPIO","MUNICÍPIO",CNES,"NOME FANTASIA","TIPO NOVO DO ESTABELECIMENTO","TIPO DO ESTABELECIMENTO","SUBTIPO DO ESTABELECIMENTO","GESTÃO","CONVÊNIO SUS","CATEGORIA NATUREZA JURÍDICA","SERVIÇO","SERVIÇO CLASSIFICAÇÃO","SERVIÇO - AMBULATORIAL SUS","SERVIÇO - AMBULATORIAL NÃO SUS","SERVIÇO - HOSPITALAR SUS","SERVIÇO - HOSPITALAR NÃO SUS","SERVIÇO TERCEIRO","STATUS DO ESTABELECIMENTO"
"2026/02",MA,210675,"MIRANDA DO NORTE",2455463,"HOSPITAL MUNICIPAL PEDRO VERA CRUZ BEZERRA","006 HOSPITAL","05 HOSPITAL GERAL","N/A",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",PA,150553,PARAUAPEBAS,2615746,"HOSPITAL GERAL DE PARAUAPEBAS MANOEL EVALDO BENEVIDES ALVES","006 HOSPITAL","05 HOSPITAL GERAL","N/A",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",RN,240810,NATAL,2408570,"HOSPITAL DR JOSE PEDRO BEZERRA","006 HOSPITAL","05 HOSPITAL GERAL","N/A",DUPLA,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",PA,150360,ITAITUBA,2620073,"UNIDADE DE SAUDE DA FAMILIA JARDIM DAS ARARAS","001 UNIDADE BASICA DE SAUDE","02 CENTRO DE SAUDE/UNIDADE BASICA","N/A",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",SP,350320,ARARAQUARA,6943284,"MATERNIDADE GOTA DE LEITE DE ARARAQUARA","006 HOSPITAL","07 HOSPITAL ESPECIALIZADO","005 MATERNIDADE",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",DF,530010,BRASILIA,0010847,"UBS 3 GAMA","001 UNIDADE BASICA DE SAUDE","02 CENTRO DE SAUDE/UNIDADE BASICA","N/A",ESTADUAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",PE,261160,RECIFE,0001414,"US 117 USF MAIS GASPAR REGUEIRA COSTA","001 UNIDADE BASICA DE SAUDE","02 CENTRO DE SAUDE/UNIDADE BASICA","N/A",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",GO,520380,BRITANIA,2382385,"UBS 302","001 UNIDADE BASICA DE SAUDE","02 CENTRO DE SAUDE/UNIDADE BASICA","N/A",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",DF,530010,BRASILIA,7111924,"UPA NUCLEO BANDEIRANTE","008 PRONTO ATENDIMENTO","73 PRONTO ATENDIMENTO","003 UPA",ESTADUAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",BA,292740,SALVADOR,0004081,"MATERNIDADE MARIA DA CONCEICAO DE JESUS","007 CENTRO DE ASSISTENCIA OBSTETRICA E NEONATAL NORMAL","07 HOSPITAL ESPECIALIZADO","005 MATERNIDADE",ESTADUAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",SP,355450,TIETE,2080087,"SANTA CASA DE MISERICORDIA DE TIETE","006 HOSPITAL","05 HOSPITAL GERAL","N/A",MUNICIPAL,SIM,"SEM FINS LUCRATIVOS","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",SP,355030,"SAO PAULO",2786680,"HOSP MUN FERNANDO MAURO PIRES DA ROCHA","006 HOSPITAL","05 HOSPITAL GERAL","N/A",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",MT,510625,"NOVA XAVANTINA",4236351,"SAE CTA NOVA XAVANTINA","013 POLO DE PREVENCAO DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE","39 UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)","N/A",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",MG,314330,"MONTES CLAROS",7366108,"HOSPITAL DAS CLINICAS DOUTOR MARIO RIBEIRO DA SILVEIRA","006 HOSPITAL","05 HOSPITAL GERAL","N/A",MUNICIPAL,SIM,"SEM FINS LUCRATIVOS","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",MA,211120,"SAO JOSE DE RIBAMAR",2458659,"CENTRO DE SAUDE DA VILA KIOLA","001 UNIDADE BASICA DE SAUDE","02 CENTRO DE SAUDE/UNIDADE BASICA","N/A",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",AM,130260,MANAUS,6627595,"INSTITUTO DA MULHER DONA LINDU","007 CENTRO DE ASSISTENCIA OBSTETRICA E NEONATAL NORMAL","07 HOSPITAL ESPECIALIZADO","005 MATERNIDADE",ESTADUAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",PE,260600,GARANHUNS,2702983,"HOSPITAL REGIONAL DOM MOURA","006 HOSPITAL","05 HOSPITAL GERAL","N/A",ESTADUAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",MA,211120,"SAO JOSE DE RIBAMAR",2458691,"UNIDADE BASICA DE SAUDE DO BOM JARDIM","001 UNIDADE BASICA DE SAUDE","02 CENTRO DE SAUDE/UNIDADE BASICA","N/A",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",RJ,330455,"RIO DE JANEIRO",2270714,"SMS HOSPITAL MATERNIDADE FERNANDO MAGALHAES AP 10","013 POLO DE PREVENCAO DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE","07 HOSPITAL ESPECIALIZADO","005 MATERNIDADE",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",RO,110015,"OURO PRETO DO OESTE",2496879,"HOSPITAL MUNICIPAL DRA LAURA MARIA BRAGA","006 HOSPITAL","05 HOSPITAL GERAL","N/A",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",CE,230440,FORTALEZA,2481286,"MATERNIDADE ESCOLA ASSIS CHATEAUBRIAND","006 HOSPITAL","07 HOSPITAL ESPECIALIZADO","005 MATERNIDADE",MUNICIPAL,SIM,PRIVADO,"165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",AM,130420,TEFE,2016176,"CENTRO DE SAUDE IRMA ADONAI","001 UNIDADE BASICA DE SAUDE","02 CENTRO DE SAUDE/UNIDADE BASICA","N/A",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",ES,320150,COLATINA,2448521,"HOSPITAL SAO JOSE","006 HOSPITAL","05 HOSPITAL GERAL","N/A",MUNICIPAL,SIM,"SEM FINS LUCRATIVOS","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",MG,310560,BARBACENA,2138875,"SANTA CASA MISERICORDIA BARBACENA","006 HOSPITAL","05 HOSPITAL GERAL","N/A",MUNICIPAL,SIM,"SEM FINS LUCRATIVOS","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,Sim,Sim,Sim,"NAO INFORMADO",ATIVO
"2026/02",MA,211120,"SAO JOSE DE RIBAMAR",2458667,"CENTRO DE SAUDE DR HONORIO FERREIRA GOMES","001 UNIDADE BASICA DE SAUDE","02 CENTRO DE SAUDE/UNIDADE BASICA","N/A",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",BA,292740,SALVADOR,3956369,"MATERNIDADE PROFESSOR JOSE MARIA DE MAGALHAES NETO","007 CENTRO DE ASSISTENCIA OBSTETRICA E NEONATAL NORMAL","07 HOSPITAL ESPECIALIZADO","005 MATERNIDADE",ESTADUAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",MG,313510,JANAUBA,2205939,FUNDAJAN,"006 HOSPITAL","05 HOSPITAL GERAL","N/A",MUNICIPAL,SIM,"SEM FINS LUCRATIVOS","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",PA,150360,ITAITUBA,2331055,"UNIDADE DE SAUDE DA FAMILIA BOM REMEDIO","001 UNIDADE BASICA DE SAUDE","02 CENTRO DE SAUDE/UNIDADE BASICA","N/A",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",RJ,330455,"RIO DE JANEIRO",2269945,"SMS HOSPITAL MATERNIDADE ALEXANDER FLEMING AP 33","007 CENTRO DE ASSISTENCIA OBSTETRICA E NEONATAL NORMAL","07 HOSPITAL ESPECIALIZADO","005 MATERNIDADE",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",PB,250750,"JOAO PESSOA",2399318,"HOSPITAL INFANTIL ARLINDA MARQUES","006 HOSPITAL","07 HOSPITAL ESPECIALIZADO","001 PEDIATRIA",ESTADUAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",MG,313940,MANHUACU,2173166,"HOSPITAL CESAR LEITE","006 HOSPITAL","05 HOSPITAL GERAL","N/A",MUNICIPAL,SIM,"SEM FINS LUCRATIVOS","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",RO,110018,"PIMENTA BUENO",2496534,"HOSPITAL E MATERNIDADE MUNICIPAL ANA NETA PIMENTA BUENO","006 HOSPITAL","05 HOSPITAL GERAL","N/A",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",DF,530010,BRASILIA,3742822,"UBS 02 AGUAS CLARAS","001 UNIDADE BASICA DE SAUDE","02 CENTRO DE SAUDE/UNIDADE BASICA","N/A",ESTADUAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",AP,160050,OIAPOQUE,2021463,"SES AP HOSPITAL ESTADUAL DE OIAPOQUE","006 HOSPITAL","05 HOSPITAL GERAL","N/A",ESTADUAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",PA,150140,BELEM,5274990,"HOSPITAL PUBLICO DA MULHER SENHORA DE NAZARE","006 HOSPITAL","05 HOSPITAL GERAL","N/A",ESTADUAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",AM,130100,CARAUARI,2017563,"UBS ADELIA COSTA DOS SANTOS","001 UNIDADE BASICA DE SAUDE","02 CENTRO DE SAUDE/UNIDADE BASICA","N/A",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",DF,530010,BRASILIA,0658286,"CEPAV SEMPRE VIVA","016 AMBULATORIO","36 CLINICA/CENTRO DE ESPECIALIDADE","009 OUTROS",ESTADUAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não",Sim,"Não",0010502,ATIVO
"2026/02",RS,431225,"MINAS DO LEAO",2226693,"CENTRO MUNICIPAL DE SAUDE MINAS DO LEAO","001 UNIDADE BASICA DE SAUDE","02 CENTRO DE SAUDE/UNIDADE BASICA","N/A",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",DF,530010,BRASILIA,0010510,"HOSPITAL UNIVERSITARIO DE BRASILIA","006 HOSPITAL","05 HOSPITAL GERAL","N/A",ESTADUAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",CE,230230,"BELA CRUZ",2563487,"HOSPITAL MUNICIPAL DE BELA CRUZ","006 HOSPITAL","05 HOSPITAL GERAL","N/A",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",MG,315700,SALINAS,2204649,"HOSPITAL MUNICIPAL DR OSWALDO PREDILIANO SANTANA","006 HOSPITAL","05 HOSPITAL GERAL","N/A",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",RJ,330455,"RIO DE JANEIRO",2270269,"SMS HOSPITAL MUNICIPAL MIGUEL COUTO AP 21","006 HOSPITAL","05 HOSPITAL GERAL","N/A",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",PI,220800,PICOS,5073340,"CENTRO DE ATENCAO PSICOSSOCIAL CAPS AD","019 UNIDADE DE TERAPIAS ESPECIAIS","70 CENTRO DE ATENCAO PSICOSSOCIAL","001 CAPS I",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",RN,240710,MACAIBA,6742017,"UNIDADE DE PRONTO ATENDIMENTO MACAIBA UPA","008 PRONTO ATENDIMENTO","73 PRONTO ATENDIMENTO","003 UPA",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",PR,412550,"SAO JOSE DOS PINHAIS",0018902,"CAM CENTRO DE ATENDIMENTO MULTIPROFISSIONAL","016 AMBULATORIO","04 POLICLINICA","N/A",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",MG,313240,ITAJUBA,2208857,"AISI HOSPITAL DE CLINICAS DE ITAJUBA","006 HOSPITAL","05 HOSPITAL GERAL","N/A",MUNICIPAL,SIM,"SEM FINS LUCRATIVOS","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",SP,354780,"SANTO ANDRE",6020917,"HOSPITAL DA MULHER MARIA JOSE DOS SANTOS STEIN","006 HOSPITAL","07 HOSPITAL ESPECIALIZADO","005 MATERNIDADE",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",PA,150360,ITAITUBA,2331128,"UNIDADE DE SAUDE DA FAMILIA DA FLORESTA","001 UNIDADE BASICA DE SAUDE","02 CENTRO DE SAUDE/UNIDADE BASICA","N/A",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",RJ,330580,TERESOPOLIS,2297728,"CENTRO DE ATENDIMENTO MATERNO INFANTIL","016 AMBULATORIO","04 POLICLINICA","N/A",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",RJ,330455,"RIO DE JANEIRO",2280248,"SMS HOSPITAL MATERNIDADE CARMELA DUTRA AP 32","007 CENTRO DE ASSISTENCIA OBSTETRICA E NEONATAL NORMAL","07 HOSPITAL ESPECIALIZADO","005 MATERNIDADE",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","006 ATENCAO A INTERRUPCAO DE GRAVIDEZ NOS CASOS PREVISTOS EM LEI",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",CE,230550,IGUATU,2675625,CEMEAR,"016 AMBULATORIO","36 CLINICA/CENTRO DE ESPECIALIDADE","009 OUTROS",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",SC,420910,JOINVILLE,2511517,"UBSF COMASA","001 UNIDADE BASICA DE SAUDE","02 CENTRO DE SAUDE/UNIDADE BASICA","N/A",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",CE,230630,ITAPAJE,2562154,"HOSP MATERN JOAO FERREIRA GOMES","006 HOSPITAL","05 HOSPITAL GERAL","N/A",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",MG,314520,"NOVA SERRANA",2143801,"HOSPITAL SAO JOSE DE NOVA SERRANA","006 HOSPITAL","05 HOSPITAL GERAL","N/A",MUNICIPAL,SIM,"SEM FINS LUCRATIVOS","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","008 COLETA DE VESTIGIOS DE VIOLENCIA SEXUAL",Sim,Sim,Sim,Sim,"NAO INFORMADO",ATIVO
"2026/02",PB,250890,MAMANGUAPE,7666772,"HOSPITAL GERAL DE MAMANGUAPE","006 HOSPITAL","05 HOSPITAL GERAL","N/A",ESTADUAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",MT,510320,COLIDER,3790347,"CAPS ALEGRIA DO VIVER","017 UNIDADE DE ATENCAO PSICOSSOCIAL","70 CENTRO DE ATENCAO PSICOSSOCIAL","001 CAPS I",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
"2026/02",MG,316250,"SAO JOAO DEL REI",2173565,"HOSPITAL NOSSA SENHORA DAS MERCES","006 HOSPITAL","05 HOSPITAL GERAL","N/A",MUNICIPAL,SIM,"SEM FINS LUCRATIVOS","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","001 ATENCAO INTEGRAL AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não",Sim,"Não","NAO INFORMADO",ATIVO
"2026/02",CE,230020,ACARAU,5506298,"CENTRO DE ATENCAO PSICOSSOCIAL DE ACARAU","016 AMBULATORIO","70 CENTRO DE ATENCAO PSICOSSOCIAL","002 CAPS II",MUNICIPAL,SIM,"PÚBLICO","165 ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL","007 ATENC AMBULATORIAL A PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL",Sim,"Não","Não","Não","NAO INFORMADO",ATIVO
